id,title,reviews,goodness_enc
2447,The Nativity Story,[],0
2453,Harley Davidson and the Marlboro Man,[],0
2454,The Chronicles of Narnia: Prince Caspian,[],1
2486,Eragon,[],0
2493,The Princess Bride,"[""The Princess Bride is ultimately a story of love - of a grandather for his grandson, of Inigo Montoya for his murdered father and between Buttercup and Wesley.  It is an old fashioned fairy tale in a sense, but its imagination, wit and humour stands it apart from convention.  The characters are endearing and essential to the plot.  The pace of the film changes up and down beautifully throughout and the script is a joy, playing with words and ideas.  Humanity prevails in this wonderous tale, I learnt plenty from it as a child and I still watch it from time to time to remind me of the goodness within us and the ability to triumph over adversity.  The Princess Bride has a way of being traditional whilst challenging norms and that is why I will always love it.  10/10 for me.  The only criticism I have is that it is too male centric as many films and series still are unfortunately.  Although, saying that, Buttercup is much hardier than most princesses portrayed in children's films.  This is a film that appeals to adults and children alike.  Stop writing did you say?  As you wish x""]",1
2501,The Bourne Identity,[],1
2502,The Bourne Supremacy,[],1
2503,The Bourne Ultimatum,[],1
2539,Spanglish,"['The overview says ""A woman and her daughter emigrate from Mexico for a better life in America, where they start working for a family where the patriarch is a newly celebrated chef with an insecure wife."" OMG this so does not catch what this movie is all about! What a boring description for such a passionate movie!']",0
2567,The Aviator,[],1
2575,The Tailor of Panama,[],0
2577,Code 46,[],0
2604,Born on the Fourth of July,[],0
2610,Shopgirl,[],0
2619,Splash,[],0
2621,Return to Me,[],0
2636,The Specialist,"['A bomber makes for about as heroic a protagonist as you might expect. There is no reason to put yourself through the plodding pretentiousness of _The Specialist_ unless you, like I was, are on some sort of quest to watch the entire 80s-90s Stallone filography.\r\n\r\n_Final rating:★★ - Had some things that appeal to me, but a poor finished product._']",0
2637,The Mothman Prophecies,"['***Haunting Mystery with Supernatural Elements – Reverent, Beautiful, Brilliant***\r\n\r\nRELEASED IN 2002 and directed by Mark Pellington, ""The Mothman Prophecies"" details some of the strange events that occurred in Point Pleasant, West Virginia, from November 15, 1966, to December 15, 1967 (13 months). The movie, however, transplants the events to the year 2001.\r\n\r\nPLOT: Richard Gere plays John Klein, a journalist for The Washington Post trying to come to grips with the sudden death of his wife, Mary (Debra Messing). He mysteriously shows up in Point Pleasant, West Virginia, where he develops a relationship with the sympathetic police sergeant, Connie (Laura Linney). Many of the town\'s residents have sighted an eerie mothman-like entity, similar to the one Mary saw before she died. A researcher (Alan Bates) believes that the ‘mothmen’ exist on a sphere beyond human comprehension and that they can foresee impending calamities. Is the ‘mothman’ sighted in Point Pleasant warning the citizens of one? If so, what is it?\r\n\r\nThis is not a monster movie or a slasher horror flick; if you want that see “Mothman” (2010), which is actually pretty good for a TV creature feature (and interestingly links the mothman to the unjust slaying of Cornstalk, aka Hokoleskwa, in 1777). “The Mothman Prophecies,” by contrast, is a supernatural/mystery story with cogent creepy mood. Every element skillfully works: acting, story, editing, score, cinematography, locations, effects, etc. Underneath the film’s eeriness there’s an undeniable reverent, beautiful quality while the ending is strangely touching.\r\n\r\nOne critic claimed that the mysteries presented in the story are not supposed to be figured out and, indeed, CANNOT be figured out. But this is untrue. The film is intricate and respects the intelligence of the viewer. Questions are raised with varying possibilities. The answers are there, but you may have to watch it a few times to discover them. I appreciate the fact that the director and writer refused to spell everything out for the viewer, even allowing room for complete misinterpretation. If the viewer wants answers s/he must have ""ears to hear"" and be willing to work for them.\r\n\r\nMy initial interpretation was that the ‘mothmen’ are good spiritual beings that are trying to help humanity by predicting great calamities but can be misunderstood because they are so far superior to humans. In a nutshell, my interpretation was that the mothman somehow brought Klein to Point Pleasant to meet and save the future replacement for his dead wife, who died due to a pre-existing condition that only the mothman knew about. This explanation obviously suggests that the mothmen are good in nature.\r\n\r\nI\'ve come to see that this interpretation is false; a brilliantly implemented red herring.\r\n\r\nBOTTOM LINE: ""The Mothman Prophecies"" is a rare film that’s genuinely intriguing and filled with gems to mine, even if you’ve already seen it several times. It’s so artistic that it’s a pleasure to behold over and over.\r\n\r\nTHE FILM RUNS 1 hour, 59 minutes and was shot in Kittanning, Pennsylvania (substituting for Point Pleasant), Pittsburgh (the factory and city scenes, etc.) and other Western PA towns. WRITERS: Richard Hatem wrote the screenplay from John Keel’s book.\r\n\r\nGRADE: A\r\n\r\nINSIGHTS ABOUT THE MOTHMEN *** SPOILER ALERT *** (Don’t read until you view the movie).\r\n\r\nThe ‘mothmen’ are evil spirits or fallen angels (they\'re synonymous). This is clear when viewing eye-witness drawings of the creatures, which never show beautiful angel-like beings, but rather dark disturbing, obviously-malevolent winged-creatures. It’s the same thing with the actual appearances of the creature (freeze frame the images).\r\n\r\nA mothman CAUSED the auto accident that injured Debra Messing. Would a GOOD angelic being cause such a tragedy (regardless of the fact that she ultimately dies of a pre-existing problem)?\r\n\r\nThe bible calls Satan the ""prince of the power of the air;"" hence, his filthy underlings (demons) are spiritual and electro-magnetic in nature. They can thus speak through a phone that\'s not plugged in or perhaps manipulate a traffic light. They can mimic the voices of dead loved ones or even take human form, like Indrid Cold, Mary or the male nurse who insists that Mary\'s drawings are of ""angels"" and then mysteriously vanishes.\r\n\r\nThe researcher from Chicago reveals that the mothmen are from “hell” (the spiritual underworld that underpins the earth) and send out mixed messages to ruin people’s lives. They may seem to be benevolently warning humans but, at the same time, are obvious instigators of human suffering (the car crash, Gordon\'s job loss, insanity & ultimate demise and the researcher\'s loss of his family, career & respectable social life). Also, they refuse to reveal their true selves and intentions. They are highly skilled masqueraders.\r\n\r\nThe reclusive researcher also points out that they have been around for millennia and therefore see things 2-3 moves ahead of humans; they use this vantage point to manipulate, deceive and destroy. Since their M.O. is to “kill, steal and destroy,” they feed on death, destruction and torment and therefore venture to the places where great tragedies will transpire, like the Silver Bridge collapse.\r\n\r\nThe saved police woman at the end was number ""37,” historically a numerical symbol of The Christ, which shows that her submersion in the river and figurative resurrection is a type of the Anointed One. Yet she is still a victim in that her previous views that the mothmen are destructive and manipulative could now flip-flop into the deception that they are somehow agents of good. Of course we never find out if this happens because the tale potently ends with Klein and Connie in shock sitting in an ambulance just glad to be alive.\r\n\r\nThe film powerfully illustrates that humanity is caught in a cosmic war and that there are malevolent beings who purpose to ruin or destroy us. Failure to understand and tactically prepare can be fatal or lead to great suffering. The only true protection from these evil spiritual beings is reconciliation with the Creator through Jesus Christ\'s blood shield of atonement and utilizing the armor of light.']",0
2639,Deconstructing Harry,[],0
2642,Two Weeks Notice,[],0
2649,The Game,"[""The Game is one of David Fincher's lesser known films (made right in between Se7en and Fight Club). But it's every bit as great as the ones for which he's received copious amounts of praise. This intricately plotted morality tale disguised as mystery thriller is exciting, nuanced, beautiful to look at, expertly acted, and engaging. I refuse to tell you anything about the story, only that you've never seen anything like it. I loved this movie!""]",1
2652,Hard Candy,[],0
2655,What Lies Beneath,"[""You're not yourself today are you?\r\n\r\nClaire and Norman Spencer's marriage starts to fall apart when she believes there is a ghost in the house. Things gather apace when Claire is convinced that the spirit is trying to tell her something. Something that could be too close to home for comfort.\r\n\r\nRobert Zemeckis does Hitchcock? Well yes, the influence is obvious, unashamedly so. But the trouble with that, is having the maestro as a benchmark renders all other modern day attempts as folly. However, casting aside that gargantuan issue, What Lies Beneath is an effective creeper come thriller that boasts star credentials.\r\n\r\nDirected by Zemeckis, formed from an idea by Steven Spielberg (from the story by Sarah Kernochan) and starring Harrison Ford and Michelle Pfeiffer as the fragmenting Spencer's. That's a pretty tidy bunch from which to launch your movie. What follows is a mixture of genuine unease and mystery, red herrings and standard boo jump moments, all of which almost gets lost on a saggy middle section as Zemeckis plays Hitchcock one too many times and loses sight of the supernatural heart of the piece, not helped by Clark Gregg's meandering script I might add. None the less, the picture gets pulled around for the finale as the spooky combines with thriller to produce some quality edge of the seat stuff. But it's only then that you totally realise that the makers here have tried to cram too much in to one film. In eagerness to manipulate the audience for the fine ending (though you probably will have it worked out at the half way point) the film just ends up as being confused as to what it mostly wanted to be.\r\n\r\nPfeiffer is excellent and looks stunning and Ford gives it gusto when the script allows. Support comes from Diana Scarwid, Joe Morton, Miranda Otto and James Remar. The house is suitably eerie with its waterside setting and Alan Silvestri's score is perfectly in tune with the creepy elements of the piece. It's a fine enough film in its own right, regardless of the Hitchcockian homages. It's just that it should have been a far better horror picture than it turned out to be. 7/10"", '***Ghostly happenings in northern Vermont with Ford & Pfeiffer***\r\n\r\nA couple living on Lake Champlain (Harrison Ford & Michelle Pfeiffer) face the empty nest syndrome as the wife experiences increasingly spectral happenings. Diana Scarwid, James Remar and Miranda Otto have peripheral roles. \r\n\r\n""What Lies Beneath"" (2000) is a Hitchcockian drama/mystery with a bit o’ horror. It starts by borrowing from ""Rear Window"" (1954), but thankfully veers from there. At a little past the hour mark I was starting to get restless. The story was progressing too slowly with too many doors inexplicably opening. I suppose it didn’t help that Pfeiffer doesn’t trip my trigger, although she’s serviceable (I wouldn’t say I DON’T like her); and Harrison’s character seems unjustifiably gruff and impatient. \r\n\r\nHowever, the Upstate Vermont/ New York locations are fabulous and a mysterious mood is effectively established. The way things pan out is unexpected, unless you saw the trailer first, which outrageously spoils it. The concluding F/X sequence is beautiful in a ghostly way and satisfyingly brings closure. What didn’t make sense earlier is elucidated. At the end of the day, the movie’s underwhelming, but not altogether unworthy if you’re in the mode for a flick of this sort.    \r\n  \r\nThe film runs 2 hours, 10 minutes, and was shot in the Lake Champlain region of Vermont/New York (Burlington, D.A.R. State Park, Waterbury & Westport) with other stuff done in Southern Cal (Los Angeles, Playa Vista & Culver City).\r\n\r\nGRADE: C+/B-']",0
2661,Batman,[],0
2662,House of 1000 Corpses,"['Rob Zombie’s comic book non-horror take on “The Texas Chainsaw Massacre” \r\n\r\nRELEASED IN 2003 (but shot in 2000) and written/directed by Rob Zombie, ""House of 1000 Corpses” is a horror/black comedy about two young couples who inadvertently visit a house of demented serial killers in backwoods Texas.\r\n\r\nA critic summed the movie up as “a ridiculous horror comedy, but with extremely annoying villains.” It was inspired by (or rips off) “The Texas Chainsaw Massacre” (1974) and combines it with the cartoonish horror comedy of “Evil Dead II” (1987) while throwing in a little “The Funhouse” (1981).\r\n\r\nThe entire first act, including the amusing prologue that introduces Captain Spaulding (Sid Haig), is very entertaining, but the over-the-top approach starts to get dull by the middle of the picture with the overdone events at the demented Firefly abode. The last act gets so cartoonish that I thought maybe the main protagonist (Erin Daniels) was experiencing a nightmare. The fantastical elements strip away any vestige of horror that was hardly there in the first two acts, which were too zany to take as serious horror. As such, I can’t see anyone older than 7 finding this movie “disturbing.” Still, the film pulsates with colorful pizazz and characters, not to mention a quality score/soundtrack.\r\n\r\nSheri Moon Zombie is effective in her role as Baby Firefly. I liked her voice and didn’t mind her laugh (which many criticize), but she’s a little too thin for my tastes. Daniels works pretty well as the main protagonist. But, considering Zombie’s resources (e.g. the five captive cheerleaders), the flick sorta drops the ball in the female department.\r\n\r\nThe film sat on the shelf so long because Universal feared a NC-17 rating. Lions Gate eventually picked it up, but it was cut & edited in an attempt to achieve an R-rating. The original version was 16 minutes longer.\r\n\r\nTHE MOVIE RUNS 1 hour, 29 minutes and was shot in Southern Cal (Chicken Ranch Backlot, Universal Studios; Palmdale; Santa Clarita; and Saugus).\r\n\r\nGRADE: B-/C+', ""Heavy throwback elements make up most of _House of 1000 Corpses_' runtime, from an era when Zombie was still finding his footing. It maybe leans too heavily on a nostalgia that I simply don't have, but personally I found this to be one of Zombie's weaker entries. Great song! But I don't totally love the movie. I like it. I wish that some of the parts I found more interesting, like Doctor Satan, got a bit more play, and both the acting and video quality often leave something to be desired, but still, I like it. \r\n\r\n_Final rating:★★★ - I liked it. Would personally recommend you give it a go._""]",0
2666,Dark City,"[""This review is of the Director's Cut.\r\n\r\nWelcome To Shell Beach. \r\n\r\nDark City is directed by Alex Proyas who also co-writes the screenplay with Leon Dobbs and David S. Goyer. It stars Rufus Sewell, William Hurt, Jennifer Connelly, Kiefer Sutherland, Richard O'Brien and Ian Richardson. Music is by Trevor Jones and cinematography by Dariusz Wolski. \r\n\r\nA man wakes up in a grotty hotel bathroom and upon finding a dead girl in another room he realises he has no recollection of who he is or how he got there... \r\n\r\nThere's a lot of Blade Runner fans still out there waiting for that film's sexual partner to happen along. What many of them don't realise is that Alex Proyas has already made that movie. More than a cult film yet still criminally ignored in certain circles, Dark City, by way of poor box office and studio interference, never got off to the best of starts. The problems were compounded with the release of The Matrix the following year, where that film's popularity, and its sci-fi linkage to Dark City, led many to think that Proyas' movie was a Matrix rip-off; pushing it further (unjustly) back in the sci-fi noir pantheon. Fact is is that Dark City homages much great cinema from previous years, but it has influenced much that followed, with Inception fans asked to note that Nolan himself was taking notes... \r\n\r\nStolen Memories. \r\n\r\nDark City is a feverish film noir dressed up in stunning sci-fi clothes. The amazing visuals have led many to state that it's a film with much style and little substance, something which Proyas has fiercely argued against; and he's right to do so, especially once his own preferred director's cut became available to view. The story is a complex one, pulsing with human characters living in a world where there is no daylight, with their respective memories scratchy to say the least, it quickly becomes evident that a creepy alien race are overseeing things. The aliens, wonderfully attired in black trench-coats and hats to match, and aided by Kiefer Sutherland's shifty - stammer affected - doctor, have special powers and their reasons for being here unfold in deftly constructed stages. One man stands in their way, John Murdoch (Sewell), but he is an olde noir amnesia sufferer supreme and his battle to unravel what is going on is our task as well. \r\n\r\nDo you think about the past much Mrs. Murdoch? \r\n\r\nThe search for identity and the truth is what propels the picture forward. Murdoch in his confused state is not only at the center of an existential dilemma, he's also the focal point for a serial killer murder investigation. This also as he tries to come to terms with matters of the heart, it seems he has a beautiful wife (Connelly), and that she may have cheated on him? And why is he drawn to the place known as Shell Beach? A simple narrative hidden by visual splendours? Don't make me laugh! But hell you have to say the visual look and atmosphere of the design is very much attention grabbing. \r\n\r\nI have become the monster you were intended to be. \r\n\r\nWith the film noir characters in place; Hurt's dour sleuth, Sewell's amnesiac and Connelly's sultry torch singer, Proyas brings German expressionism in abundance whilst overseeing an eye splintering neo-noir colour palette. Greens and reds often ping from the screen, while the murky browns and golds down on the angular city streets pave the way for changed perceptions and revelations of plotting. There are reoccurring motifs throughout, with swirls and circles integral to mood and meanings, while at the mid-point we then get to see Proyas' tricks of the trade, where the city shifts and moves to create a meeting of Metropolis and Gotham, all as the humans slumber away. Watch those clocks folks... \r\n\r\nYou know how I was supposed to feel. That person isn't me... never was. You wanted to know what it was about us that made us human. Well, you're not going to find it... \r\n\r\nActing performances are hardly top of the line (Sutherland especially irritates more than he impresses), but they actually don't need to be, and they all look terrific in their respective dressage. The story is of course bonkers and one which I myself found was much better whilst consuming mucho alcohol! (I watched it three times in 48 hours!) While Proyas himself is on record as saying it's a far from flawless picture. Again he is right, but he also knows that his film is still under valued and in need of more to seek out his director's cut. The late Roger Ebert championed Dark City with much gusto, and he provides very good input on the DVD, much like Roger I have to say, this is a unique and fabulous sci-fi noir experience. A film in fact fit to watch alongside Blade Runner; And I do not say that lightly. 9/10""]",0
2667,The Blair Witch Project,[],1
2669,The Bounty,[],0
2675,Signs,[],1
2687,Memoirs of an Invisible Man,[],0
2698,Evan Almighty,[],0
2749,15 Minutes,[],0
2752,40 Days and 40 Nights,[],0
2755,About Schmidt,[],0
2756,The Abyss,"[""Cameron's Marvellous Close Encounters Of The Sea  Kind.\r\n\r\nSpecial Edition\r\n\r\nA deep sea oil crew are called upon by the military to investigate the events that saw an American Nuclear Submarine crash down in the abyss. As the crew, and their hot headed Navy Seal passengers, get down deeper, it would seem they are not alone down there.\r\n\r\nThe Abyss is a flawed movie when put under the microscope, even allowing for the reinserted (and much better) ending that James Cameron was forced to cut by idiot studio executives. Most glaringly obvious as a fault is that The Abyss, after holding us for 2 hours of engrossing cinema, can't quite seal the deal as a deep (hrr hrr hrr) message movie for the modern era. What isn't in doubt upon revisits to the piece is that it's at times spectacular, at others it's joyously ambitious, both things coming together in one big loud boom of being a blockbuster with brains. James Cameron can never be accused of not trying to entertain the masses, and here, with a bit more thought on a humanist level, then we would have been talking in the realms of masterpiece.\r\n\r\nThe making of the film is itself worthy of a movie, a fraught and angry shoot with many problems, of which I wont bore you with as they can be found at the click of a mouse. But Cameron pushes hard because he wants to please and dazzle, and he does, every buck and sweat drop is up there on the screen to be witnessed. The lead actors put in great work, Ed Harris and Mary Elizabeth Mastrantonio give the film its centrifugal emotive heart as the warring Brigham's, while Cameron fave Michael Biehn does a fine line in Gung-Ho decompression nut case! The technical aspects do dazzle, the visual effects rightly won the Academy Award in that department, and both the cinematography (Mikael Salomon) and art design (Dilley/Kuljian) are worth the price of a rental alone.\r\n\r\nIt's true to say that The Abyss is a fusion of Close Encounters Of The Third Kind & The Day The Earth Stood Still, but really I don't personally see anything wrong with that! As a spectacle it rewards the patient in spades, as a deeply profound moving picture it falls just about short, but even then a less than 100% Cameron picture is still one hell of a ride to be on. 8.5/10""]",0
2757,Adaptation.,[],0
2770,American Pie 2,[],1
2771,American Splendor,[],0
2779,The Curse of the Jade Scorpion,[],0
2786,Pierrot le Fou,"[""This is one of those utterly satisfying film experiences that seem to exploit every possibility of the cinematic medium\r\n\r\nThe French New Wave drew much inspiration from American crime stories, and Jean-Luc Godard's 1965 film PIERROT LE FOU has a plot that is essentially simple: Ferdinand (Jean-Paul Belmondo), five years into a marriage that leaves him unsatisfied, meets his children's babysitter and discovers that she's an old flame of his, Marianne (Anna-Karina). They both want to run away, and as it turns out that Marianne already has some experience in the criminal underworld, the pair steal some cash and head towards the south of France. On their way to what they hope is a better life, they leave a trail of more crimes in their wake. However, tension builds between the two, as Pierre is mopey, obsessed with literature, and pessimistic, while Marianne is a capricious and spontaneous personality who doesn't want to think about the future. When they are confronted by some other gangsters in Nice, things come to a head.\r\n\r\nBut it is the extremely elaborate way in which this story is told that elevates this from a cheap thriller to a masterpiece of avant-garde cinema. Scenes are depicted with exaggerated features, often becoming absurdist metaphors for the action that the audience should understand has happened. Two dialogues between the lovers turn into musical numbers. Even in straightforward thriller plot turns like shootouts, Godard avoids any pretence at realism. The old Brechtian technique of alienation, where the audience is continually reminded that they are watching staged action and not the real thing, is thus abundantly employed. Furthermore, Godard confronts 1960s consumer society and the Vietnam War.\r\n\r\nIt's modernist and highly personal, sure, but PIERROT LE FOU is also instantly accessible to an open-minded audience due to its pop art feel. The colours in the elaborate set designs and landscapes are electric, it's as if Godard and cinematographer Raoul Coutard in 1965 saw brighter shades of everything than we do today, and could bring that hyper-sensory perception across on film. Karina and Belmondo are not only masterful actors in themselves, they also have great chemistry together. When it all comes down to it, PIERROT LE FOU is simply an emotionally moving film. After I saw it the first time, I felt as if my life had changed forever, and I swiftly scheduled another viewing (the film continues to impress on rewatching).\r\n\r\nI don't know if this would be the best introduction to Godard. However, there is an especial pleasure in seeing his films in chronological order and coming to PIERROT LE FOU after the director's nine preceding feature films. Godard packed this film's storytelling technique, costumes, film score, and other elements with references to each of the movies he had made to date. These little winks, looks back at a productive and already storied career that in fact had only started six years before, are fun for aficionados.\r\n\r\nThe Criterion Collection released the film on Blu-Ray and DVD in 2008. Unfortunately, this release swiftly fell out of print after Criterion lost the North American rights. That's a real shame, as the Blu-Ray presents this visually gorgeous film in the HD format it deserves, and there are many interesting extras on both the Blu-Ray and the 2DVD set: an hour-long documentary on Godard and Karina's time working together, an interview with the elderly Karina made just for Criterion, archival interviews with cast and crew, and a featurette where Jean-Pierre Gorin presents the themes of the PIERROT LE FOUR in an audio track over excerpts from the film.""]",0
2787,Pitch Black,"['All you people are so scared of me. Most days I\'d take that as a compliment. But it ain\'t me you gotta worry about now.\r\n\r\nPitch Black is directed by David Twohy and collectively written by Twohy and Ken and Jim Wheat. It stars Vin Diesel, Radha Mitchell, Cole Hauser, Keith David, Lewis Fitz-Gerald, Claudia Black and Rhiana Griffith. Music is by Graeme Revell and cinematography is by David Eggby. \r\n\r\nThe year 2000 was awash with sci-fi movies, not all were stellar of course, but siting at the top end of the scale was this, Twohy\'s super slice of action/horror/sci-fi cake. \r\n\r\nRight from the off we are thrust on board the cargo ship Hunter-Gratzner, which as it happens is plummeting through space. The ship has been hit by meteorite debris and junior officer Caroline Fly (Mitchell), after coming out of hyper sleep, manages to crash land on a nearby planet. Only a handful of passengers survive the crash, including infamous convict Richard B. Riddick (Diesel), but as the survivors struggle to cope with the threat from within the group, it becomes apparent that there\'s a bigger threat soon to join the party, a deadly alien species, a species that can only operate in the dark. Pity, then, that an eclipse is due... \r\n\r\nOkies, so lets get the obvious out in the open right away, Pitch Black is a variant of Alien, one of a ream of films that grabbed the coat tails of Ridley Scott\'s game changer. Yet this is still a fresh movie, a lesson in low budget film making with grace, style, blood, brains and balls - the execution grade ""A"" from those involved. \r\n\r\nIt\'s maybe surprising given the synopsis, to find that it\'s a very character driven piece, with Twohy continually building his characters even as the carnage and terror is unleashed - and these are a very diverse bunch of characters. One of the universe\'s baddest criminals, a spunky lady officer having to take command, a morphine addicted bounty hunter, an Islamic priest and his young companions, a camp alcoholic and a couple of strays. It\'s the not so wild bunch, but everyone of them are afforded chance to impact on the story before and during the inevitable picking off one by one at the claws of the beasts. \r\n\r\nThe narrative strength comes via Diesel\'s hulking convict, he\'s double jointed and has had optical surgery so he can see his enemies in the dark! The group must come to rely on him for he is clearly their best hope of survival, but can he be trusted? What is his ultimate ulterior motive? Riddick is the épée to Fry\'s foil, it\'s at times like a devil and angel trying to become one in the simple name of survival. These crux characters lift the simple premise to greater heights, that Mitchell (sexy/vulnerable/hard/smart) and Diesel (moody/beefy/gravelly/menacing) are bang on form helps no end. As does the work of the tech department. \r\n\r\nThe setting created here is a splendid veer from one of the curses of sci-fi films, that of an unbelievable world. Twohy, Eggby and the art department achieve a world of 3 suns, of a scorched barren landscape, with the photography switching between bleached and metallic filters for maximum sci-fi impact. While the effects work belies the budget, check out the pre-eclipse sequence. What of the creatures themselves? They are legion, a sort of pterodactyl nightmare who let out high pitched bleats, they smell blood and move at high speeds, and like Riddick they have special vision in the dark, it\'s the light that they are afraid of, thus this gives our survivors a glimmer (ahem) of hope in how to stave them off... \r\n\r\nThe science and logic is hokey, but so what? This is a classy and taut sci-fi film brought about by a very under valued director, one that puts many a bigger budgeted Hollywood production to shame. Come the finale, where there\'s still time to have your draw dropped, you may be minus nails and on the edge of your seat. 9/10', ""One of those few movies that most people don't care for, but I personally think is **criminally** underrated.\r\n\r\n_Final rating:★★★★½ - Ridiculously strong appeal. I can’t stop thinking about it._""]",1
2789,The Chronicles of Riddick,"['The movie could be about anything and I would like it. It is Vin Diesel!!', 'It\'s hard for me to say that _The Chronicles of Riddick_ is **good**. Especially taking into the stunning origin it has in _Pitch Black_. But it tries really hard. It tries to be good, it tries to be original, it tries to appeal to so many disparate groups, it tries to go in a completely new direction. This trying mostly translates to failure, and I guess I can see that, but _Chronicles of Riddick_ still had such a massive impact on me, that I still have to recommend it.\r\n\r\n_""Threshold! Take us to the Threshold!""_\r\n\r\n_Final rating:★★★ - I liked it. Would personally recommend you give it a go._']",1
2830,My Boss's Daughter,[],0
2832,Identity,"[""His story's so unbelievable, I think it just might be true.\r\n\r\nIdentity is directed by James Mangold and written by Michael Cooney. It stars John Cusack, Ray Liotta, Amada Peet, Clea DuVall, Rebecca De Mornay, Alfred Molina, John Hawkes, John C. McGinley, Jake Busey and Pruitt Taylor Vince. Music is by Alan Silvestri and cinematography by Phedon Papamichael Jr.\r\n\r\nInspired by Agatha Christie’s Ten Little Indians, Identity pitches 10 characters trapped at a motel who begin getting killed off one by one...\r\n\r\nIf you are going to do yet another take on Christies superb literary source then at least bring some freshness, so how nice to find that Identity does in fact ironically have its own. Set up is suitably in keeping with murder mystery shenanigans, there’s major flooding and our host of characters are bound to a shabby motel run by a shabby John Hawkes. On the edges of the frame we have another story where multiple killer Malcolm Rivers (the wonderful wobbly eyed P.T. Vince) is under interrogation to test for insanity to stave off his impending execution.\r\n\r\nMangold uses flashbacks to put the various characters at the motel, in how they came to be there. There’s a creative ambitiousness about how Mangold constructs the pic that draws you in, which come the finale will either have you satiated or stupefied. The murder sequences are very well put together, with a couple being well ghoulish, and it’s a very impressive cast of actors working their way through the formulaic but fascinatingly cheat free psychological murk.\r\n\r\nIt’s not as smart as it thinks it is but this has enough of an absorbing pull, and no little intelligence, to lift it higher than many other Agatha 10 copies. 7/10"", ""It's one of my favorites, I rate it four stars and a half.""]",1
2841,A Very Long Engagement,[],0
2895,The Apostle,[],0
2898,As Good as It Gets,[],1
2900,The Astronaut's Wife,[],0
2907,The Addams Family,"[""A tonally loyal adaptation of the 60's TV show. Some nonsensical moments and lacklustre scenes but Huston and Julia steal the thing with such fervour you can't help but enjoy yourself at least a little.\r\n\r\n_Final rating:★★★ - I personally recommend you give it a go._""]",0
2925,The First Wives Club,[],0
2959,License to Wed,[],0
2976,Hairspray,[],0
2977,Becoming Jane,[],0
2989,Roar,"[""This is not a real movie. Possibly the most repugnant thing ever made for cinema, Roar is just a snuff film without any snuffing. Its only merit is in making the viewer despise everyone involved. I'd give it a zero if I could.""]",0
3021,1408,"[""Dolphin Sandwich.\r\n\r\n1408 is based on one of horror writer Stephen King's short stories. It stars John Cusack as a supernatural investigator who rents room 1408 at The Hotel Dolphin in New York. It is said to be a most haunted room and the scene of many deaths. He soon finds his scepticism tested to the max.\r\n\r\nAlthough it has deep themes of grief et al, this essentially boils down to one man in a room being plagued by psychological and physical attacks, with the intended chills and shocks surreal in presentation. It's all very twisty and big on conundrums, which makes a second viewing something of a necessity, whilst Cusack's performance is also reason to check in for another viewing. However, it's not the scary movie some have lauded it as, in fact it's more fun-house palaver than anything terrifying, but there's no doubting the intelligence and skill of the writing. The mind is a curious, wonderful and troubling thing, and 1408 wants us to know it. 6/10""]",1
3028,Jekyll and Hyde ... Together Again,[],0
3033,Gods and Monsters,[],0
3034,Young Frankenstein,[],1
3040,Night Watch,[],0
3049,Ace Ventura: Pet Detective,[],1
3050,Doctor Dolittle,[],0
3059,Intolerance,[],0
3060,The Big Parade,"[""Recently in approaching the milestone of seeing my 5,000th film (at least by my IMDb list of my shoddy recollections), I wanted to make it a very special film, so it was between the blus of this and 'The Treasure of the Sierra Madre'. That was a very special work too, but in retrospect, I felt this was an even finer film. I haven't seen much of Vidor's work (only 'The Champ', 'Hallelujah' and 'The Fountainhead'--all of which I greatly admired), but I knew he was a great American director to be reckoned with, for any cinephile worth his salt. Plus, I had always been intrigued by the then-sex symbol status of ill-starred John Gilbert (especially since my favourite actress ever, Great Garbo, was so enraptured by him).\r\n\r\nThis was remarkable. I was astounded by how Vidor (who said beforehand he wanted to finally make a film that wouldn't simply be gone from theatres in a week, but would play on for years, and that he would put forth a much greater effort if that could be the case, especially if either about steel, wheat or war) mixed elements, emotions and atmosphere so expertly. Even though it was a first-watch, since it was a silent film I thought it would be all right to throw on the Jeffrey Vance commentary, which contained four interview snippets from Vidor, late in his life in the 1970's. It was a wonderful cinephilic experience, and the book that enclosed the blu ray release was even more telling, with tons of pictures and essays about the American landmark of silent cinema.""]",0
3062,42nd Street,[],0
3078,It Happened One Night,['A classical comedy which would be setting some standards with great performance from Clark Gable.'],0
3080,Top Hat,[],0
3082,Modern Times,['Really good movie from visionary and fun Charlie Chaplin in which industry literally swallows the human being.'],1
3083,Mr. Smith Goes to Washington,"['Fun movie with an interesting story and characters but with an extremely naïve ending.\r\n\r\nIn any case, I must to be seen by Frank Capra and a young James Stewart.']",0
